4,Dostojevskog 7,"[""Bar 7/43450087_2219836458251565_2312063891384827904_n-JBHJ.jpg"",""Bar 7/49380195_2279358585632685_5153357209215696896_n-C4Ue.jpg"",""Bar 7/52029297_2299273806974496_8378219754011230208_n-uq2N.jpg"",""Bar 7/52259315_2301947576707119_6534911801652412416_n-a6vB.jpg"",""Bar 7/52765586_2307101856191691_5341141391374286848_n-2lzZ.jpg"",""Bar 7/52800225_2307097866192090_7754517797425643520_n-l2g6.jpg"",""Bar 7/52983607_2312908935610983_2544656333471219712_n-u1Mn.jpg""]",44.782924,20.417873,Bar 7/33086886_2110007439234468_7050076172276727808_n-XLtj.jpg,Bar 7,Web sajt: caffebar7.rs,"[""08-23"",""08-23"",""08-23"",""08-23"",""08-00"",""08-00"",""08-23""]",5
23,Pariska 1,[],44.8197995,20.4500833,Bar Shisha Hill/wsi-imageoptim-17861557_787556421396883_3538472827080221788_n.png,Bar Shisha Hill,064 0282800,"[""11-01"",""11-01"",""11-01"",""11-01"",""11-01"",""11-01"",""11-01""]",5
42,Crnogorska 12,[],44.8147826,20.4516064,Klub Brankow/12143066_865966763480536_7650669826077794278_n-1.jpg,Klub Brankow,Web sajt: www.brankowclub.com,"[""-"",""-"",""-"",""00-05"",""00-05"",""00-05"",""-""]",39
43,Braće Krsmanović 3,[],44.81443154,20.45071989,Klub ?orba Kafe/27540085_1718814368139606_4222259990382059668_n-ytNh.jpg,Klub Čorba Kafe,069 2622509,"[""09-03"",""09-03"",""09-03"",""09-03"",""09-04"",""09-04"",""09-03""]",39
44,Takovska 34,[],44.8139454,20.4733739,Klub Plastic/logo-14.jpg,Klub Plastic,064 6403956,"[""-"",""-"",""-"",""-"",""00-05"",""00-05"",""-""]",39
25,Kneza Mihaila 49,"[""The Berry Bar/49781346_713776955690011_6948271398523502592_n-ysvF.jpg"",""The Berry Bar/50012415_713777962356577_7043767067182366720_n-yLqe.jpg"",""The Berry Bar/50272002_713778035689903_5915460045918699520_n-DNaV.jpg"",""The Berry Bar/50323454_713777789023261_3437067593171599360_n-3Ey6.jpg"",""The Berry Bar/50646899_715448502189523_4324629053110747136_n-naQA.jpg"",""The Berry Bar/51600715_729738124093894_2997086199862001664_n-6ihF.jpg"",""The Berry Bar/51666597_729738230760550_3174676775359741952_n-254P.jpg"",""The Berry Bar/52856419_736770176724022_1101330318792589312_n-B4l6.jpg"",""The Berry Bar/53196675_748598808874492_5037860814162231296_n-V5Nu.jpg"",""The Berry Bar/53720069_748598758874497_262435330852913152_n-rETi.jpg"",""The Berry Bar/54268124_748598652207841_510733811210780672_n-zhVV.jpg""]",44.819299,20.45426,The Berry Bar/49555950_2167273030156680_8219367510940581888_n-MoHU.jpg,The Berry Bar,Web sajt: the-berry-bar.business.site,"[""08-00"",""08-00"",""08-00"",""08-00"",""08-01"",""08-01"",""08-00""]",5
26,Hercegovačka 14,"[""Red Queen Belgrade wine & gastro bar/66358530_3077128232299179_8582570750311923712_n-sgsq.jpg"",""Red Queen Belgrade wine & gastro bar/66684412_3077127468965922_226761555830636544_n-SYTO.jpg"",""Red Queen Belgrade wine & gastro bar/66207911_3077126818965987_8635169453849444352_n-mi0t.jpg"",""Red Queen Belgrade wine & gastro bar/66519873_3077126745632661_6724537064492105728_n-0tP1.jpg"",""Red Queen Belgrade wine & gastro bar/66361847_3077126535632682_6299360191523586048_n-rMdj.jpg"",""Red Queen Belgrade wine & gastro bar/66290394_3077126325632703_1124967576816844800_n-uuX3.jpg"",""Red Queen Belgrade wine & gastro bar/66666576_3077126258966043_5780535160143347712_n-sySp.jpg"",""Red Queen Belgrade wine & gastro bar/66332136_3077128338965835_9215336522411147264_n-UKDC.jpg"",""Red Queen Belgrade wine & gastro bar/66210553_3077128365632499_152157132085526528_n-Xt6W.jpg"",""Red Queen Belgrade wine & gastro bar/66127697_3077128088965860_2293518506068541440_n-8Ers.jpg"",""Red Queen Belgrade wine & gastro bar/66674094_3077126678966001_8006601041619451904_n-2CEP.jpg""]",44.809039,20.44976,Red Queen Belgrade wine & gastro bar/red-queen-logo-28Gw.png,Red Queen Belgrade wine & gastro bar,Web sajt: rqbelgrade.rs,"[""11-00"",""11-00"",""11-00"",""11-00"",""10-01"",""10-01"",""10-00""]",5
27,Cetinjska 15,"[""Beercuz bar/5-e8yO.jpg"",""Beercuz bar/4-AXv8.jpg"",""Beercuz bar/3-6FB1.jpg"",""Beercuz bar/2-KF3D.jpg"",""Beercuz bar/1-vi35.jpg""]",44.817272,20.466042,Beercuz bar/beercuz-logo-rWKX.jpg,Beercuz bar,063 7005859,"[""17-00"",""17-00"",""17-00"",""17-00"",""17-01"",""17-01"",""17-00""]",5
28,Marka Kraljevića 1,[],44.813411,20.452564,Tok Bar/imageedit_1_2101994995-YODx.jpg,Tok Bar,064 0071361,"[""09-00"",""09-00"",""09-00"",""09-00"",""09-03"",""09-03"",""09-01""]",5
29,Deligradska 4,"[""Monkey Bar Belgrade/53-4ScA.jpeg"",""Monkey Bar Belgrade/5-JErP.jpeg"",""Monkey Bar Belgrade/11-m3pT.jpeg"",""Monkey Bar Belgrade/13-UXMU.jpeg"",""Monkey Bar Belgrade/14-wMLZ.jpeg"",""Monkey Bar Belgrade/28-3U8E.jpeg"",""Monkey Bar Belgrade/39-NmK0.jpeg"",""Monkey Bar Belgrade/45-EndJ.jpeg"",""Monkey Bar Belgrade/58-qlDm.jpeg"",""Monkey Bar Belgrade/67-9zf3.jpeg"",""Monkey Bar Belgrade/69-mP9v.jpeg"",""Monkey Bar Belgrade/80-BDJG.jpeg"",""Monkey Bar Belgrade/92-2EdZ.jpeg"",""Monkey Bar Belgrade/94-khAa.jpeg"",""Monkey Bar Belgrade/103-XHFr.jpeg""]",44.802134,20.465368,Monkey Bar Belgrade/0_Logo-(1)-RCS7.png,Monkey Bar Belgrade,060 7117245,"[""09-00"",""09-00"",""09-00"",""09-00"",""09-01"",""09-01"",""09-00""]",5
30,Ušće bb,"[""Splav Hua Hua/21766756_1518214081595833_2023786253833782304_n-yTb6.jpg"",""Splav Hua Hua/52263826_2187357888014779_2739957571686236160_n-fPNi.jpg"",""Splav Hua Hua/52467427_2187358474681387_151783568715022336_n-HAQs.jpg"",""Splav Hua Hua/52520530_2187358161348085_8128659412261797888_n-tWAE.jpg"",""Splav Hua Hua/52605354_2187358201348081_1826554878369988608_n-rZ61.jpg"",""Splav Hua Hua/52922850_2187358648014703_6885221355927633920_n-DoN1.jpg""]",44.8229772,20.4404336,Splav Hua Hua/wsi-imageoptim-12003381_1006289722725837_6541153339539856682_n.png,Splav Hua Hua,063 380205,"[""-"",""-"",""-"",""-"",""00-05"",""00-05"",""-""]",31
32,Ušće bb,[],44.8163675,20.4463828,Splav Port by Community/32116372_877156149135095_3445283066744930304_n-WeMU.png,Splav Port by Community,061 1111211,"[""-"",""-"",""-"",""-"",""-"",""-"",""-""]",31
33,Sajamski kej bb,[],44.79759032,20.43488762,Splav Bridge/bridge-logo.jpg,Splav Bridge,066 002255,"[""-"",""-"",""-"",""-"",""-"",""-"",""-""]",31
34,Bulevar Vojvode Bojovića 30,"[""Splav Freestyler/51477300_2042257015873548_4412788913333075968_n-r7EI.jpg"",""Splav Freestyler/51993409_2042257085873541_5577615835356200960_n-fZeG.jpg"",""Splav Freestyler/52387459_2042257125873537_7544278289292984320_n-i8Xb.jpg"",""Splav Freestyler/53023802_2060909827341600_1589145278273814528_n-EyKP.jpg"",""Splav Freestyler/53389197_2060909687341614_7096809689949667328_n-2QkN.jpg"",""Splav Freestyler/53536609_2060909804008269_6382407700633878528_n-Rgo8.jpg""]",44.82124,20.448254,Splav Freestyler/22780551_1413889408710315_5017284020628334279_n-PbC5.jpg,Splav Freestyler,Web sajt: freestyler.rs,"[""-"",""-"",""-"",""23-05"",""23-05"",""23-05"",""-""]",31
35,Brodarska bb,[],44.8083222,20.4447174,Splav Sindikat/11161348_887106408026696_2322286256718458550_n-NMlz.png,Splav Sindikat,Web sajt: www.splavsindikat.rs,"[""-"",""-"",""-"",""-"",""-"",""-"",""-""]",31
36,Ušće bb,"[""Splav Na vodi Kafana/52520466_2369818519696186_4465178971654324224_n-wCkj.jpg"",""Splav Na vodi Kafana/52685536_2369819723029399_4539567697846861824_n-YYU6.jpg"",""Splav Na vodi Kafana/52699414_2369817619696276_1010530647116087296_n-nD32.jpg"",""Splav Na vodi Kafana/52830115_2369818669696171_9037076795303657472_n-PZoP.jpg""]",44.820308,20.443854,Splav Na vodi Kafana/wsi-imageoptim-36683951_2023371071007601_5707030995350323200_n.jpg,Splav Na vodi Kafana,064 0105757,"[""-"",""-"",""-"",""-"",""22-04"",""22-04"",""-""]",31
37,Sajamski kej bb,[],44.7980709,20.4351952,Splav Lasta/lasta-logo.jpg,Splav Lasta,Web sajt: lastasplav.rs,"[""-"",""-"",""-"",""00-05"",""00-05"",""00-05"",""18-01""]",31
38,Karađorđeva 46,"[""Klub Hype/54257632_792466687775494_2124826467152953344_n-Cyjz.jpg"",""Klub Hype/54279432_792466904442139_5201099073540587520_n-3Rxh.jpg"",""Klub Hype/54361659_792466104442219_2606462605077774336_n-YD0z.jpg"",""Klub Hype/54428263_792466771108819_4972197898147069952_n-F5iu.jpg"",""Klub Hype/54437462_792466627775500_4332925327903817728_n-uSH0.jpg"",""Klub Hype/54523798_792466097775553_552961998384529408_n-lvVi.jpg""]",44.813928,20.451179,Klub Hype/22728950_495515634137269_5453001846719245687_n-xM3h.jpg,Klub Hype,Web sajt: www.hypebelgrade.com,"[""00-05"",""-"",""00-05"",""-"",""00-05"",""00-05"",""00-05""]",39
40,Bulevar vojvode Bojovića 10,"[""Klub Gau?osi/52531033_551963708631601_760904734100946944_n-hVNs.jpg"",""Klub Gau?osi/52569226_551963621964943_4070072749568032768_n-9FcR.jpg"",""Klub Gau?osi/52608784_551963691964936_5963844248372510720_n-MP1Z.jpg"",""Klub Gau?osi/52637253_551963618631610_6708099842398224384_n-5MTz.jpg"",""Klub Gau?osi/52733559_551963728631599_1854477319754743808_n-joCH.jpg"",""Klub Gau?osi/52739772_551963681964937_3433086742603759616_n-EaFZ.jpg""]",44.8264133,20.4544289,Klub Gau?osi/41611839_469875946840378_8992446329842040832_n-h8Mv.jpg,Klub Gaučosi,065 9994459,"[""-"",""-"",""-"",""-"",""23-04"",""23-04"",""-""]",39
41,Smederevski put 16,[],44.77435447,20.54947749,Klub Hram/44079408_2054538337944171_5779665798633095168_n-cx1g.jpg,Klub Hram,Web sajt: www.klubhram.rs,"[""08-00"",""-"",""08-00"",""08-00"",""08-05"",""08-05"",""08-00""]",39
45,Braće Krsmanović 6,[],44.8142693,20.4505672,Klub Ben Akiba/Ben-Akiba-logo.jpg,Klub Ben Akiba,060 3060131,"[""-"",""08-01"",""08-01"",""08-01"",""09-04"",""09-04"",""08-01""]",39
46,Karađorđeva 4,[],44.8200738,20.4482871,Klub The Bank/13900150_1747240522192146_5085923111587272380_n-1.jpg,Klub The Bank,Web sajt: www.thebank.rs,"[""-"",""-"",""-"",""-"",""00-05"",""00-05"",""00-05""]",39
47,Karađorđeva 4,[],44.8185042,20.4494821,Klub Gotik/22154562_1125999030866007_2938184537049980555_n-jsxy.png,Klub Gotik,Web sajt: www.gotiknightclub.com,"[""-"",""-"",""-"",""-"",""22-04"",""22-04"",""22-04""]",39
48,Nemanjina 4,[],44.8070932,20.4579069,Klub Mr Stefan Braun/40486201_10155729344075963_3540041521447305216_n-zsQc.png,Klub Mr Stefan Braun,Web sajt: www.mrstefanbraun.rs/en,[],39
49,Svetogorska 14,"[""Klub Režija/47396437_337016630183188_8198033643877171200_n-LIoe.jpg"",""Klub Režija/club rezija-9M3j.jpg"",""Klub Režija/47572366_337016840183167_5453755657213706240_o-n1Cm.jpg"",""Klub Režija/47573794_337024333515751_1056446712253513728_n-2JJt.jpg"",""Klub Režija/50572346_358992411318943_3863062519971053568_n-5QIo.jpg""]",44.814447,20.467054,Klub Režija/rezija-logo-B0xW-xR6j.jpg,Klub Režija,011 4232152,"[""08-00"",""08-00"",""08-00"",""08-00"",""08-01"",""08-01"",""08-00""]",39
50,Karađorđeva 44,"[""Klub Gajba/54517572_2094388957342150_8179314655982780416_o-lMaV.png""]",44.81414,20.451202,Klub Gajba/14733501_233267447100928_8120513512863694848_a-4BQn.jpg,Klub Gajba,069 8300770,"[""19-04"",""19-04"",""19-04"",""19-04"",""19-05"",""19-05"",""19-04""]",39
51,Požarevačka 17,"[""Black Peter klub/Basta 1-a1YK.jpg"",""Black Peter klub/Basta 2-j1F1.jpg"",""Black Peter klub/Basta 3-8zkm.jpg"",""Black Peter klub/Basta 4-T565.jpg"",""Black Peter klub/IMG-5f87ea5b6fb81ee705b354281aa090c4-V-UX1U.jpg"",""Black Peter klub/IMG-de88e815886a7143b130d9d58683e531-V-sBG8.jpg"",""Black Peter klub/Zurka 3-PuNe.jpg"",""Black Peter klub/Zurka-pcNo.jpg""]",44.8015348,20.4802012,Black Peter klub/black-peter-pub-logo-sltz.jpg,Black Peter klub,E-mail: blackpeterpub@gmail.com,"[""10-01"",""10-03"",""10-03"",""10-03"",""10-03"",""10-03"",""10-01""]",39
52,Vladimira Popovića bb,[],44.811463,20.439061,Gradska kafana/47688138_2293558714042336_4863538571337793536_n-nplL.jpg,Gradska kafana,Web sajt: www.gradskakafana.rs,"[""-"",""22-03"",""-"",""22-03"",""22-03"",""22-03"",""22-03""]",53
54,"Čukarički rukavac, Radnička bb",[],44.760707,20.407659,Kafana Soka?e/wsi-imageoptim-22195410_1286337518133876_3250114757299494572_n.jpg,Kafana Sokače,060 6088356,"[""-"",""-"",""-"",""-"",""-"",""23-03"",""23-03""]",53
55,Skadarska 40c,"[""Klub Cross Roads/1470097_527935967381662_3968008834802000562_n-WK6R.jpg"",""Klub Cross Roads/1915000_527937414048184_3662965156010614030_n-IpSC.jpg"",""Klub Cross Roads/1621805_527936624048263_1696486489238807189_n-4xc3.jpg"",""Klub Cross Roads/1470347_527937047381554_58726850268599686_n-2XdQ.jpg"",""Klub Cross Roads/2778_527937077381551_1876127554736229320_n-w7q3.jpg"",""Klub Cross Roads/10401369_527937170714875_2581185013289698744_n-4JNE.jpg"",""Klub Cross Roads/12654277_542498872592038_652201556286784666_n-RATL.jpg""]",44.818508,20.465731,Klub Cross Roads/12341035_522991124542813_6580110801693466436_n-o5cz.jpg,Klub Cross Roads,062 1122211,"[""22-03"",""22-03"",""22-03"",""22-03"",""22-03"",""22-03"",""22-03""]",39
56,Dimitrija Tucovića 88,"[""Kafana Limun žut/53560122_1677266512418851_6997258270788288512_n-5Y0t.jpg"",""Kafana Limun žut/54257772_1677267042418798_5208575000990187520_n-L7Oe.jpg"",""Kafana Limun žut/54420967_1677266972418805_4671894094048395264_n-GUlo.jpg"",""Kafana Limun žut/54435423_1677266875752148_4809840046934851584_n-uFUo.jpg"",""Kafana Limun žut/54514675_1677266699085499_7064238461863067648_n-6n4p.jpg"",""Kafana Limun žut/54518602_1677266852418817_2339027395421405184_n-JMfq.jpg""]",44.802268,20.490565,Kafana Limun žut/23099350_372352016552339_2423212164627038208_n-6Ogq.jpg,Kafana Limun žut,061 6017052,"[""-"",""18-02"",""18-02"",""18-02"",""18-02"",""18-02"",""18-02""]",53
57,Požarevačka 17,"[""Kafana Black Peter/Basta 1-TIHk.jpg"",""Kafana Black Peter/Basta 2-7PLB.jpg"",""Kafana Black Peter/Basta 3-4Y6l.jpg"",""Kafana Black Peter/Basta 4-RK1e.jpg"",""Kafana Black Peter/IMG-22032376b87723db5454fd3c291c9bd8-V-Ce2y.jpg"",""Kafana Black Peter/Zurka 4-RyMo.jpg"",""Kafana Black Peter/Zurka 5-EbBX.jpg""]",44.8015348,20.4802012,Kafana Black Peter/black-peter-pub-logo-k2vk.jpg,Kafana Black Peter,E-mail: blackpeterpub@gmail.com,"[""10-01"",""10-03"",""10-03"",""10-03"",""10-03"",""10-03"",""10-01""]",53
58,"Ada Ciganlija bb, lokal 25","[""Kafanica na Adi Bakara/42926014_1872327009529668_3959848413985505280_n-JvqI.jpg"",""Kafanica na Adi Bakara/45390537_1919126491516386_8815657556018987008_n-ROs5.jpg"",""Kafanica na Adi Bakara/52642940_2060776910684676_6553306656954908672_n-59b4.jpg"",""Kafanica na Adi Bakara/53274877_2090937394335294_6462020739145924608_n-v00g.jpg""]",44.790214,20.40784,Kafanica na Adi Bakara/17883694_1306666879429020_8829910329091468537_n-VOU6.jpg,Kafanica na Adi Bakara,063 448585,"[""09-22"",""09-22"",""09-22"",""09-22"",""09-22"",""09-22"",""09-22""]",53
59,Strma 2,"[""Kafana Staro burence/14993499_1185009904912164_15225296456580847_n-ASx4.jpg"",""Kafana Staro burence/15780839_1230675077012313_4029955083624643508_n-jiiV.jpg"",""Kafana Staro burence/15825808_1236662039746950_9184750244528454261_n-6HEd.jpg"",""Kafana Staro burence/16002732_1245900632156424_8378589523727005876_n-LrdO.jpg""]",44.847955,20.410956,Kafana Staro burence/cropped-staroburence-logo-1-L5FM.png,Kafana Staro burence,Web sajt: staroburence.co.rs,"[""-"",""-"",""-"",""22-04"",""22-04"",""22-04"",""-""]",53
60,Vojvode Šupljikca 31a,[],44.7998347,20.4851407,Kafana Ona Moja/46220688_915358408587965_7727680741521227776_n-y2bM.jpg,Kafana Ona Moja,Web sajt: kafanaonamoja.rs/,"[""22-03"",""22-03"",""22-03"",""22-03"",""22-03"",""22-03"",""22-03""]",53
61,Dimitrija Tucovića 1,"[""Kafana Hoda?/52553564_2467342140006126_41586574894301184_n-1NfQ.jpg"",""Kafana Hoda?/52585189_2467339496673057_2838829853438902272_n-leMy.jpg"",""Kafana Hoda?/52696040_2467340530006287_1035393233540087808_n-PP6x.jpg"",""Kafana Hoda?/52724380_2467342226672784_1440662379040866304_n-LqCd.jpg"",""Kafana Hoda?/52770508_2467339036673103_8830935527784972288_n-BhbF.jpg"",""Kafana Hoda?/52838864_2467341606672846_5849884176005726208_n-aLrs.jpg"",""Kafana Hoda?/53093807_2467339713339702_8675113190868123648_n-E6as.jpg""]",44.807759,20.482629,Kafana Hoda?/10616077_715790971827927_2997709211944312058_n-k3zx.jpg,Kafana Hodač,Web sajt: kafanahodac.rs,"[""20-03"",""20-03"",""20-03"",""20-03"",""20-03"",""20-03"",""20-03""]",53
62,Nušićeva 27,[],44.8152528,20.4643619,Kafana Druga Ku?a/42799451_1837262756321673_5450324480855375872_n-bueM.jpg,Kafana Druga Kuća,065 9977898,"[""-"",""-"",""-"",""-"",""22-04"",""22-04"",""22-04""]",53
63,Karađorđeva 9,[],44.8188737,20.4498376,"Kafana Sipaj, Ne Pitaj/13087619_841956209271590_5802427601465835762_n.jpg","Kafana Sipaj, Ne Pitaj",69 760240,"[""22-03"",""22-03"",""22-03"",""22-03"",""22-03"",""22-03"",""22-03""]",53
64,Nine Kirsanove 36,"[""Kafana Vrteška/IMG_4119-HDR-SAjd.jpg"",""Kafana Vrteška/IMG_4123-HDR-jyRA.jpg"",""Kafana Vrteška/IMG_4142-HDR-6WBC.jpg"",""Kafana Vrteška/IMG_4156-w6eQ.jpg"",""Kafana Vrteška/IMG_4173-WPPD.jpg"",""Kafana Vrteška/IMG_4175-LnX2.jpg"",""Kafana Vrteška/IMG_4188-F6pI.jpg"",""Kafana Vrteška/IMG_4206-f4Yw.jpg""]",44.779132,20.547535,Kafana Vrteška/FB_IMG_1574626112090-Wv99.jpg,Kafana Vrteška,065 2398890,"[""08-00"",""08-00"",""08-00"",""08-00"",""08-02"",""08-00"",""08-00""]",53
